BSK,Lined Seedeater,Sporophila lineola,,7/30/89,Venezuela,Guarico,,,Corozo Pando & Las Ventanas,,,,,,
ALQ,Squirrel Cuckoo,Piaya cayana,,7/30/89,Venezuela,Guarico,,,Corozo Pando & Las Ventanas,,,,,,
BUO,Venezuelan Troupial,Icterus icterus,,7/30/89,Venezuela,Guarico,,,Corozo Pando & Las Ventanas,,,,,,
BCT,White-winged Becard,Pachyramphus polychopterus,,7/30/89,Venezuela,Guarico,,,Corozo Pando & Las Ventanas,,,,,,
ABO,Capped Heron,Pilherodius pileatus,,7/30/89,Venezuela,Guarico,,,Corozo Pando & Las Ventanas,,,,,,
CRHA,Crane Hawk,Geranospiza caerulescens,,7/30/89,Venezuela,Guarico,,,Corozo Pando & Las Ventanas,,,,,,
AWT,Straight-billed Woodcreeper,Dendroplex picus,,7/30/89,Venezuela,Guarico,,,Corozo Pando & Las Ventanas,,,,,,
MHX,Yellow-breasted Flycatcher,Tolmomyias flaviventris,,7/30/89,Venezuela,Guarico,,,Corozo Pando & Las Ventanas,,,,,aka ochre-lored flatbill,
SLAR,Slate-throated Redstart,Myioborus miniatus,,8/2/89,Venezuela,Carabobo,,,Maracay & Henry Pittier NP,,,,,,
ACT,Solitary Eagle,Buteogallus solitarius,,8/2/89,Venezuela,Carabobo,,,Maracay & Henry Pittier NP,,,,,,
ACO,White Hawk,Pseudastur albicollis,,8/2/89,Venezuela,Carabobo,,,Maracay & Henry Pittier NP,,,,,,
ALQ,Squirrel Cuckoo,Piaya cayana,,8/2/89,Venezuela,Carabobo,,,Maracay & Henry Pittier NP,,,,,,
AYA,Jet Antbird,Cercomacra nigricans,,8/2/89,Venezuela,Carabobo,,,Maracay & Henry Pittier NP,,,,,,
AXU,Slaty Antwren,Myrmotherula schisticolor,,8/2/89,Venezuela,Carabobo,,,Maracay & Henry Pittier NP,,,,,,
QZD,Whiskered Wren,Pheugopedius mystacalis,,8/2/89,Venezuela,Carabobo,,,Maracay & Henry Pittier NP,,,,,,
BHB,Rufous-and-white Wren,Thryophilus rufalbus,,8/2/89,Venezuela,Carabobo,,,Maracay & Henry Pittier NP,,,,,,
BHR,Gray-breasted Wood-Wren,Henicorhina leucophrys,,8/2/89,Venezuela,Carabobo,,,Maracay & Henry Pittier NP,,,,,,
AXN,Plain Antvireo,Dysithamnus mentalis,,8/2/89,Venezuela,Carabobo,,,Maracay & Henry Pittier NP,,,,,,
XAC,Schwartz's Antthrush,Chamaeza turdina,,8/2/89,Venezuela,Carabobo,,,Maracay & Henry Pittier NP,,,,,,
NTV,Plain-backed Antpitta,Grallaria haplonota,,8/2/89,Venezuela,Carabobo,,,Maracay & Henry Pittier NP,,,,,,
AWQ,Strong-billed Woodcreeper,Xiphocolaptes promeropirhynchus,,8/2/89,Venezuela,Carabobo,,,Maracay & Henry Pittier NP,,,,,,
AWK,Plain-brown Woodcreeper,Dendrocincla fuliginosa,,8/2/89,Venezuela,Carabobo,,,Maracay & Henry Pittier NP,,,,,,
AWG,Gray-throated Leaftosser,Sclerurus albigularis,,8/2/89,Venezuela,Carabobo,,,Maracay & Henry Pittier NP,,,,,,
NPB,Montane Foliage-gleaner,Anabacerthia striaticollis,,8/2/89,Venezuela,Carabobo,,,Maracay & Henry Pittier NP,,,,,,
AZB,Brown-capped Tyrannulet,Ornithion brunneicapillus,,8/2/89,Venezuela,Carabobo,,,Maracay & Henry Pittier NP,,,,,,
BQO,Common Chlorospingus,Chlorospingus flavopectus,,8/2/89,Venezuela,Carabobo,,,Maracay & Henry Pittier NP,,,,,,
MJW,Cinnamon Flycatcher,Pyrrhomyias cinnamomeus,,8/2/89,Venezuela,Carabobo,,,Maracay & Henry Pittier NP,,,,,,
HMQ,Violet-chested Hummingbird,Sternoclyta cyanopectus,,8/2/89,Venezuela,Carabobo,,,Maracay & Henry Pittier NP,,,,,,
AZQ,Olive-striped Flycatcher,Mionectes olivaceus,,8/2/89,Venezuela,Carabobo,,,Maracay & Henry Pittier NP,,,,,,
BRU,Chestnut-capped Brushfinch,Arremon brunneinucha,,8/2/89,Venezuela,Carabobo,,,Maracay & Henry Pittier NP,,,,,,
EMT,Groove-billed Toucanet,Aulacorhynchus sulcatus,,8/2/89,Venezuela,Carabobo,,,Maracay & Henry Pittier NP,,,,,,
BNP,Three-striped Warbler,Basileuterus tristriatus,,8/2/89,Venezuela,Carabobo,,,Maracay & Henry Pittier NP,,,,,,
MXO,Wing-barred Piprites,Piprites chloris,,8/2/89,Venezuela,Carabobo,,,Maracay & Henry Pittier NP,,,,,,
ASH,Collared Trogon,Trogon collaris,,8/2/89,Venezuela,Carabobo,,,Maracay & Henry Pittier NP,,,,,,
GXO,Blue-cheeked Parrot,Amazona dufresniana,,8/6/89,Venezuela,Bolivar,,,Canaima NP,,,,,,
BANA,Bananaquit,Coereba flaveola,,8/6/89,Venezuela,Bolivar,,,Canaima NP,,,,,,
BPL,Palm Tanager,Thraupis palmarum,,8/6/89,Venezuela,Bolivar,,,Canaima NP,,,,,,
BPJ,Blue-gray Tanager,Thraupis episcopus,,8/6/89,Venezuela,Bolivar,,,Canaima NP,,,,,,
BSG,Blue-black Grassquit,Volatinia jacarina,,8/6/89,Venezuela,Bolivar,,,Canaima NP,,,,,,
GKIN,Green Kingfisher,Chloroceryle americana,,8/6/89,Venezuela,Bolivar,,,Canaima NP,,,,,,
ALQ,Squirrel Cuckoo,Piaya cayana,,8/6/89,Venezuela,Bolivar,,,Canaima NP,,,,,,
HBN,Fork-tailed Palm-Swift,Tachornis squamata,,8/6/89,Venezuela,Bolivar,,,Canaima NP,,,,,,
RET,White-winged Swallow,Tachycineta albiventer,,8/6/89,Venezuela,Bolivar,,,Canaima NP,,,,,,
ACO,White Hawk,Pseudastur albicollis,,8/6/89,Venezuela,Bolivar,,,Canaima NP,,,,,,
EGN,Red-necked Woodpecker,Campephilus rubricollis,,8/6/89,Venezuela,Bolivar,,,Canaima NP,,,,,,
SHCO,Shiny Cowbird,Molothrus bonariensis,,8/6/89,Venezuela,Bolivar,,,Canaima NP,,,,,,
SBAN,Smooth-billed Ani,Crotophaga ani,,8/6/89,Venezuela,Bolivar,,,Canaima NP,,,,,,
ADC,Yellow-headed Caracara,Milvago chimachima,,8/6/89,Venezuela,Bolivar,,,Canaima NP,,,,,,
TRKI,Tropical Kingbird,Tyrannus melancholicus,,8/6/89,Venezuela,Bolivar,,,Canaima NP,,,,,,
BAM,Yellow-margined Flycatcher,Tolmomyias assimilis,,8/6/89,Venezuela,Bolivar,,,Canaima NP,,,,,zimmer’s flatbill,
VER,Burnished-buff Tanager,Stilpnia cayana,,8/6/89,Venezuela,Bolivar,,,Canaima NP,,,,,,
QBP,Pale-breasted Thrush,Turdus leucomelas,,8/6/89,Venezuela,Bolivar,,,Canaima NP,,,,,,
BOL,Blue Dacnis,Dacnis cayana,,8/6/89,Venezuela,Bolivar,,,Canaima NP,,,,,,
AJW,Scarlet Macaw,Ara macao,,8/6/89,Venezuela,Bolivar,,,Canaima NP,,,,,,
TUVU,Turkey Vulture,Cathartes aura,,8/6/89,Venezuela,Bolivar,,,Canaima NP,,,,,,
BSM,Ruddy-breasted Seedeater,Sporophila minuta,,8/6/89,Venezuela,Bolivar,,,Canaima NP,,,,,,
HBKI,Hook-billed Kite,Chondrohierax uncinatus,,8/6/89,Venezuela,Bolivar,,,Canaima NP,,,,,,
BKT,Tropical Mockingbird,Mimus gilvus,,8/6/89,Venezuela,Bolivar,,,Canaima NP,,,,,,
WCSW,White-collared Swift,Streptoprocne zonaris,,8/6/89,Venezuela,Bolivar,,,Canaima NP,,,,,,
AHQ,Gray-fronted Dove,Leptotila rufaxilla,,8/6/89,Venezuela,Bolivar,,,Canaima NP,,,,,,
MDM,Plain-crested Elaenia,Elaenia cristata,,8/6/89,Venezuela,Bolivar,,,Canaima NP,,,,,,
UZR,Red-shouldered Tanager,Tachyphonus phoenicius,,8/6/89,Venezuela,Bolivar,,,Canaima NP,,,,,,
ARLO,Arctic Loon,Gavia arctica,,8/6/14,Latvia,,,,,,,,,,
LHP,Great Crested Grebe,Podiceps cristatus,,8/6/14,Latvia,,,,,,,,,,
GRCO,Great Cormorant,Phalacrocorax carbo,,8/6/14,Latvia,,,,,,,,,,
ABL,Gray Heron,Ardea cinerea,,8/6/14,Latvia,,,,,,,,,,
COMC,Common Crane,Grus grus,,8/6/14,Latvia,,,,,,,,,,
GREG,Great Egret,Ardea alba,,8/6/14,Latvia,,,,,,,,,,
LQN,Black Stork,Ciconia nigra,,8/6/14,Latvia,,,,,,,,,,
LQS,White Stork,Ciconia ciconia,,8/6/14,Latvia,,,,,,,,,,
WHOS,Whooper Swan,Cygnus cygnus,,8/6/14,Latvia,,,,,,,,,,
MUSW,Mute Swan,Cygnus olor,,8/6/14,Latvia,,,,,,,,,,
MALL,Mallard,Anas platyrhynchos,,8/6/14,Latvia,,,,,,,,,,
COGO,Common Goldeneye,Bucephala clangula,,8/6/14,Latvia,,,,,,,,,,
COME,Common Merganser,Mergus merganser,,8/6/14,Latvia,,,,,,,,,,
KWN,Eurasian Marsh-Harrier,Circus aeruginosus,,8/6/14,Latvia,,,,,,,,,,
LBJ,Common Buzzard,Buteo buteo,,8/6/14,Latvia,,,,,,,,,,
KTW,European Honey-buzzard,Pernis apivorus,,8/6/14,Latvia,,,,,,,,,,
KYV,Eurasian Sparrowhawk,Accipiter nisus,,8/6/14,Latvia,,,,,,,,,,
NOGO,Northern Goshawk,Accipiter gentilis,,8/6/14,Latvia,,,,,,,,,,
LBZ,Lesser Spotted Eagle,Clanga pomarina,,8/6/14,Latvia,,,,,,,,,,
MERL,Merlin,Falco columbarius,,8/6/14,Latvia,,,,,,,,,,
EUCO,Eurasian Coot,Fulica atra,,8/6/14,Latvia,,,,,,,,,,
COSA,Common Sandpiper,Actitis hypoleucos,,8/6/14,Latvia,,,,,,,,,,
HERG,Herring Gull,Larus argentatus,,8/6/14,Latvia,,,,,,,,,,
CBHG,Black-headed Gull,Chroicocephalus ridibundus,,8/6/14,Latvia,,,,,,,,,,
CATE,Caspian Tern,Hydroprogne caspia,,8/6/14,Latvia,,,,,,,,,,
JGL,Common Wood-Pigeon,Columba palumbus,,8/6/14,Latvia,,,,,,,,,,
EWH,Common Kingfisher,Alcedo atthis,,8/6/14,Latvia,,,,,,,,,,
COCU,Common Cuckoo,Cuculus canorus,,8/6/14,Latvia,,,,,,,,,,
GSWO,Great Spotted Woodpecker,Dendrocopos major,,8/6/14,Latvia,,,,,,,,,,
ECP,Middle Spotted Woodpecker,Dendrocoptes medius,,8/6/14,Latvia,,,,,,,,,,
COSW,Common Swift,Apus apus,,8/6/14,Latvia,,,,,,,,,,
COHM,Common House-Martin,Delichon urbicum,,8/6/14,Latvia,,,,,,,,,,
BARS,Barn Swallow,Hirundo rustica,,8/6/14,Latvia,,,,,,,,,,
BANS,Bank Swallow,Riparia riparia,,8/6/14,Latvia,,,,,,,,,,
WHWA,White Wagtail,Motacilla alba,,8/6/14,Latvia,,,,,,,,,,
QNZ,Whinchat,Saxicola rubetra,,8/6/14,Latvia,,,,,,,,,,
REDW,Redwing,Turdus iliacus,,8/6/14,Latvia,,,,,,,,,,
BJZ,Eurasian Blackbird,Turdus merula,,8/6/14,Latvia,,,,,,,,,,
SCH,Blyth's Reed Warbler,Acrocephalus dumetorum,,8/6/14,Latvia,,,,,,,,,,
SBO,Common Grasshopper-Warbler,Locustella naevia,,8/6/14,Latvia,,,,,,,,,,
SXO,Eurasian Blackcap,Sylvia atricapilla,,8/6/14,Latvia,,,,,,,,,,
SXQ,Greater Whitethroat,Sylvia communis,,8/6/14,Latvia,,,,,,,,,,
SHE,Willow Warbler,Phylloscopus trochilus,,8/6/14,Latvia,,,,,,,,,,
SHG,Common Chiffchaff,Phylloscopus collybita,,8/6/14,Latvia,,,,,,,,,,
WOWA,Wood Warbler,Phylloscopus sibilatrix,,8/6/14,Latvia,,,,,,,,,,
QXN,Eurasian Treecreeper,Certhia familiaris,,8/6/14,Latvia,,,,,,,,,,
QWM,Eurasian Nuthatch,Sitta europaea,,8/6/14,Latvia,,,,,,,,,,
OOL,Red-backed Shrike,Lanius collurio,,8/6/14,Latvia,,,,,,,,,,
NSHR,Northern Shrike,Lanius borealis,,8/6/14,Latvia,,,,,,,,,,
RDN,Great Tit,Parus major,,8/6/14,Latvia,,,,,,,,,,
RCC,Willow Tit,Poecile montanus,,8/6/14,Latvia,,,,,,,,,,
HFX,Eurasian Magpie,Pica pica,,8/6/14,Latvia,,,,,,,,,,
OWM,Eurasian Jay,Garrulus glandarius,,8/6/14,Latvia,,,,,,,,,,
OXU,Eurasian Nutcracker,Nucifraga caryocatactes,,8/6/14,Latvia,,,,,,,,,,
EUST,European Starling,Sturnus vulgaris,,8/6/14,Latvia,,,,,,,,,,
HFZ,Hooded Crow,Corvus cornix,,8/6/14,Latvia,,,,,,,,,,
EUJA,Eurasian Jackdaw,Corvus monedula,,8/6/14,Latvia,,,,,,,,,,
BUZ,Common Chaffinch,Fringilla coelebs,,8/6/14,Latvia,,,,,,,,,,
EUBU,Eurasian Bullfinch,Pyrrhula pyrrhula,,8/6/14,Latvia,,,,,,,,,,
HOSP,House Sparrow,Passer domesticus,,8/6/14,Latvia,,,,,,,,,,
ETSP,Eurasian Tree Sparrow,Passer montanus,,8/6/14,Latvia,,,,,,,,,,
GBG,Speckled Mousebird,Colius striatus,,12/10/86,Kenya,Nairobi,,,,,,,,,
OZN,Pied Crow,Corvus albus,,12/10/86,Kenya,Nairobi,,,,,,,,,
KUS,Black Kite,Milvus migrans,,12/10/86,Kenya,Nairobi,,,,,,,,,
TSH,Speke's Weaver,Ploceus spekei,,12/10/86,Kenya,Nairobi,,,,,,,,,
QRP,Red-winged Starling,Onychognathus morio,,12/10/86,Kenya,Nairobi,,,,,,,,,
LBR,Augur Buzzard,Buteo augur,,12/10/86,Kenya,Nairobi,,,,,,,,,
ESO,Silvery-cheeked Hornbill,Bycanistes brevis,,12/13/86,Tanzania,Arusha,,,,,,,,,
TMC,Northern Gray-headed Sparrow,Passer griseus,,12/13/86,Tanzania,Arusha,,,,,,,,,
RLE,Common Bulbul,Pycnonotus barbatus,,12/13/86,Tanzania,Arusha,,,,,,,,,
BWS,Bronze Mannikin,Spermestes cucullata,,12/13/86,Tanzania,Arusha,,,,,,,,,
TXN,Crimson-rumped Waxbill,Estrilda rhodopyga,,12/13/86,Tanzania,Arusha,,,,,,,,,
TUW,White-winged Widowbird,Euplectes albonotatus,,12/13/86,Tanzania,Arusha,,,,,,,,,
JGE,Speckled Pigeon,Columba guinea,,12/13/86,Tanzania,Arusha,,,,,,,,,
GBX,Red-chested Cuckoo,Cuculus solitarius,,12/13/86,Tanzania,Arusha,,,,,,,,,
DJO,Yellow-necked Francolin,Pternistis leucoscepus,,12/13/86,Tanzania,,,,Ngorongoro Crater and vicinity,,,,,,
TQL,White-headed Buffalo-Weaver,Dinemellia dinemelli,,12/13/86,Tanzania,,,,Ngorongoro Crater and vicinity,,,,,,
QSS,Hildebrandt's Starling,Lamprotornis hildebrandti,,12/13/86,Tanzania,,,,Ngorongoro Crater and vicinity,,,,,,
PLC,Fork-tailed Drongo,Dicrurus adsimilis,,12/13/86,Tanzania,,,,Ngorongoro Crater and vicinity,,,,,,
LNX,Hamerkop,Scopus umbretta,,12/20/86,Tanzania,,,,Ngorongoro Crater and vicinity,,,,,,
LOY,African Sacred Ibis,Threskiornis aethiopicus,,12/20/86,Tanzania,,,,Ngorongoro Crater and vicinity,,,,,,
LQJ,Yellow-billed Stork,Mycteria ibis,,12/20/86,Tanzania,,,,Ngorongoro Crater and vicinity,,,,,,
LPL,African Spoonbill,Platalea alba,,12/20/86,Tanzania,,,,Ngorongoro Crater and vicinity,,,,,,
KVU,Lappet-faced Vulture,Torgos tracheliotos,,12/20/86,Tanzania,,,,Ngorongoro Crater and vicinity,,,,,,
LDK,Secretarybird,Sagittarius serpentarius,,12/20/86,Tanzania,,,,Ngorongoro Crater and vicinity,,,,,,
KVL,Hooded Vulture,Necrosyrtes monachus,,12/20/86,Tanzania,,,,Ngorongoro Crater and vicinity,,,,,,
KWC,Bateleur,Terathopius ecaudatus,,12/20/86,Tanzania,,,,Ngorongoro Crater and vicinity,,,,,,
AEU,Helmeted Guineafowl,Numida meleagris,,12/20/86,Tanzania,,,,Ngorongoro Crater and vicinity,,,,,,
JUJ,Kori Bustard,Ardeotis kori,,12/20/86,Tanzania,,,,Ngorongoro Crater and vicinity,,,,,,
KKJ,Pied Avocet,Recurvirostra avosetta,,12/20/86,Tanzania,,,,Ngorongoro Crater and vicinity,,,,,,
QUZ,Red-billed Oxpecker,Buphagus erythrorynchus,,12/20/86,Tanzania,,,,Ngorongoro Crater and vicinity,,,,,,
OZR,White-necked Raven,Corvus albicollis,,12/20/86,Tanzania,,,,Ngorongoro Crater and vicinity,,,,,,
EXX,Woodland Kingfisher,Halcyon senegalensis,,12/20/86,Tanzania,,,,Ngorongoro Crater and vicinity,,,,,,
GAM,Little Bee-eater,Merops pusillus,,12/20/86,Tanzania,,,,Ngorongoro Crater and vicinity,,,,,,
QRP,Red-winged Starling,Onychognathus morio,,12/20/86,Tanzania,,,,Ngorongoro Crater and vicinity,,,,,,
ETE,Common Scimitarbill,Rhinopomastus cyanomelas,,12/20/86,Tanzania,,,,Ngorongoro Crater and vicinity,,,,,,
RGX,Banded Martin,Riparia cincta,,12/20/86,Tanzania,,,,Ngorongoro Crater and vicinity,,,,,,
STON,African Stonechat,Saxicola torquatus,,12/20/86,Tanzania,,,,Ngorongoro Crater and vicinity,,,,,,
KMZ,Crowned Lapwing,Vanellus coronatus,,12/20/86,Tanzania,,,,Ngorongoro Crater and vicinity,,,,,,
PMS,African Paradise-Flycatcher,Terpsiphone viridis,,12/20/86,Tanzania,,,,Ngorongoro Crater and vicinity,,,,,,
RQR,Hunter's Cisticola,Cisticola hunteri,,12/20/86,Tanzania,,,,Ngorongoro Crater and vicinity,,,,,,
TJM,Golden-winged Sunbird,Drepanorhynchus reichenowi,,12/20/86,Tanzania,,,,Ngorongoro Crater and vicinity,,,,,,
TJH,Tacazze Sunbird,Nectarinia tacazze,,12/20/86,Tanzania,,,,Ngorongoro Crater and vicinity,,,,,,
TQZ,Baglafecht Weaver,Ploceus baglafecht,,12/20/86,Tanzania,,,,Ngorongoro Crater and vicinity,,,,,,
SGL,Red-faced Crombec,Sylvietta whytii,,12/20/86,Tanzania,,,,Tarangire NP,,,,,,
RSZ,Tawny-flanked Prinia,Prinia subflava,,12/20/86,Tanzania,,,,Tarangire NP,,,,,,
OPM,Magpie Shrike,Corvinella melanoleuca,,12/20/86,Tanzania,,,,Tarangire NP,,,,,,
OPN,White-rumped Shrike,Eurocephalus ruppelli,,12/20/86,Tanzania,,,,Tarangire NP,,,,,,
QDD,African Gray Flycatcher,Bradornis microrhynchus,,12/20/86,Tanzania,,,,Tarangire NP,,,,,,
KUH,Black-winged Kite,Elanus caeruleus,,12/20/86,Tanzania,,,,Tarangire NP,,,,,,
EUZ,Lilac-breasted Roller,Coracias caudatus,,12/20/86,Tanzania,,,,Tarangire NP,,,,,,
TJZ,Beautiful Sunbird,Cinnyris pulchellus,,12/20/86,Tanzania,,,,Tarangire NP,,,,,,
HOOP,Eurasian Hoopoe,Upupa epops,,12/20/86,Tanzania,,,,Tarangire NP,,,,,,
ESV,Southern Ground-Hornbill,Bucorvus leadbeateri,,12/20/86,Tanzania,,,,Tarangire NP,,,,,,
LCV,Long-crested Eagle,Lophaetus occipitalis,,12/20/86,Tanzania,,,,Tarangire NP,,,,,,
EQS,Northern Red-billed Hornbill,Tockus erythrorhynchus,,12/20/86,Tanzania,,,,Tarangire NP,,,,,,
EQW,Von der Decken's Hornbill,Tockus deckeni,,12/20/86,Tanzania,,,,Tarangire NP,,,,,,
TNH,African Pied Wagtail,Motacilla aguimp,,12/20/86,Tanzania,,,,Tarangire NP,,,,,,
PQH,Brubru,Nilaus afer,,12/20/86,Tanzania,,,,Tarangire NP,,,,,,
LIEG,Little Egret,Egretta garzetta,,12/20/86,Tanzania,Dar es Salaam,,,,,,,,,
KOV,Sooty Gull,Ichthyaetus hemprichii,,12/25/86,Tanzania,Dar es Salaam,,,,,,,,,
EUZ,Lilac-breasted Roller,Coracias caudatus,,12/25/86,Tanzania,Dar es Salaam,,,,,,,,,
EXY,Mangrove Kingfisher,Halcyon senegaloides,,12/25/86,Tanzania,Dar es Salaam,,,,,,,,,
RHZ,Mosque Swallow,Cecropis senegalensis,,12/25/86,Tanzania,Dar es Salaam,,,,,,,,,
OYA,House Crow,Corvus splendens,,12/25/86,Tanzania,Dar es Salaam,,,,,,,,,
GREG,Great Egret,Ardea alba,,12/25/86,Tanzania,Dar es Salaam,,,,,,,,,
QPU,Moorland Chat,Pinarochroa sordida,,1/2/87,Kenya,Central,,,Mt Kenya,,,,,,
UDG,Streaky Seedeater,Crithagra striolata,,1/2/87,Kenya,Central,,,Mt Kenya,,,,,,
LOR,Hadada Ibis,Bostrychia hagedash,,1/2/87,Kenya,Central,,,Mt Kenya,,,,,,
DUO,African Black Duck,Anas sparsa,,1/2/87,Kenya,Central,,,Mt Kenya,,,,,,
DHT,Scaly Francolin,Pternistis squamatus,,1/2/87,Kenya,Central,,,Mt Kenya,,,,,,
DJN,Jackson's Francolin,Pternistis jacksoni,,1/2/87,Kenya,Central,,,Mt Kenya,,,,,,
JGS,Rameron Pigeon,Columba arquatrix,,1/2/87,Kenya,Central,,,Mt Kenya,,,,,,
GGV,White-browed Coucal,Centropus superciliosus,,1/2/87,Kenya,Central,,,Mt Kenya,,,,,,
ETB,White-headed Woodhoopoe,Phoeniculus bollei,,1/2/87,Kenya,Central,,,Mt Kenya,,,,,,
HSL,Hartlaub's Turaco,Tauraco hartlaubi,,1/2/87,Kenya,Central,,,Mt Kenya,,,,,,
GQH,Red-fronted Parrot,Poicephalus gulielmi,,1/2/87,Kenya,Central,,,Mt Kenya,,,,,,
EZU,Giant Kingfisher,Megaceryle maxima,,1/2/87,Kenya,Central,,,Mt Kenya,,,,,,
SZZ,Fischer's Sparrow-Lark,Eremopterix leucopareia,,1/2/87,Kenya,Central,,,Mt Kenya,,,,,,
BANS,Bank Swallow,Riparia riparia,,1/2/87,Kenya,Central,,,Mt Kenya,,,,,,
PXC,Abyssinian Ground-Thrush,Geokichla piaggiae,,1/2/87,Kenya,Central,,,Mt Kenya,,,,,,
FEE,Abyssinian Thrush,Turdus abyssinicus,,1/2/87,Kenya,Central,,,Mt Kenya,,,,,olive thrush,
QDG,White-eyed Slaty-Flycatcher,Melaenornis fischeri,,1/2/87,Kenya,Central,,,Mt Kenya,,,,,,
QEU,African Dusky Flycatcher,Muscicapa adusta,,1/2/87,Kenya,Central,,,Mt Kenya,,,,,,
RRL,Levaillant's Cisticola,Cisticola tinniens,,1/2/87,Kenya,Central,,,Mt Kenya,,,,,,
PEU,Gray Cuckooshrike,Coracina caesia,,1/2/87,Kenya,Central,,,Mt Kenya,,,,,,
TJO,Red-tufted Sunbird,Nectarinia johnstoni,,1/2/87,Kenya,Central,,,Mt Kenya,,,,,,
THW,Eastern Double-collared Sunbird,Cinnyris mediocris,,1/2/87,Kenya,Central,,,Mt Kenya,,,,,,
THU,Northern Double-collared Sunbird,Cinnyris reichenowi,,1/2/87,Kenya,Central,,,Mt Kenya,,,,,,
TEW,Olive Sunbird,Cyanomitra olivacea,,1/2/87,Kenya,Central,,,Mt Kenya,,,,,,
RVP,Heuglin's White-eye,Zosterops poliogastrus,,1/2/87,Kenya,Central,,,Mt Kenya,,,,,,
HHF,Yellow-crowned Canary,Serinus flavivertex,,1/2/87,Kenya,Central,,,Mt Kenya,,,,,,
BWW,Pin-tailed Whydah,Vidua macroura,,1/2/87,Kenya,Central,,,Mt Kenya,,,,,,
TUT,Yellow Bishop,Euplectes capensis,,1/2/87,Kenya,Central,,,Mt Kenya,,,,,,
TLY,Kenya Rufous Sparrow,Passer rufocinctus,,1/2/87,Kenya,Central,,,Mt Kenya,,,,,,
TUX,Red-collared Widowbird,Euplectes ardens,,1/2/87,Kenya,Central,,,Mt Kenya,,,,,,
TVA,Long-tailed Widowbird,Euplectes progne,,1/2/87,Kenya,Central,,,Mt Kenya,,,,,,
PDM,Black-tailed Oriole,Oriolus percivali,,1/2/87,Kenya,Central,,,Mt Kenya,,,,,,
QSU,Abbott's Starling,Poeoptera femoralis,,1/2/87,Kenya,Central,,,Mt Kenya,,,,,,
RUY,Green-backed Camaroptera,Camaroptera brachyura,,1/2/87,Kenya,Central,,,Mt Kenya,,,,,,
BWL,Red-cheeked Cordonbleu,Uraeginthus bengalus,,1/2/87,Kenya,Central,,,Mt Kenya,,,,,,
TXA,Purple Grenadier,Granatina ianthinogaster,,1/2/87,Kenya,Central,,,Mt Kenya,,,,,,
TXV,Black-faced Waxbill,Estrilda erythronotos,,1/2/87,Kenya,Central,,,Mt Kenya,,,,,,
GRSA,Green Sandpiper,Tringa ochropus,,1/2/87,Kenya,Central,,,Mt Kenya,,,,,,
RUB,Yellow-breasted Apalis,Apalis flavida,,1/2/87,Kenya,Central,,,Mt Kenya,,,,,,
LHD,Little Grebe,Tachybaptus ruficollis,,1/7/87,Kenya,Central,,,Lake Naivasha vicinity,,,,,,
LPQ,Great White Pelican,Pelecanus onocrotalus,,1/7/87,Kenya,Central,,,Lake Naivasha vicinity,,,,,,
LPR,Pink-backed Pelican,Pelecanus rufescens,,1/7/87,Kenya,Central,,,Lake Naivasha vicinity,,,,,,
LJQ,Long-tailed Cormorant,Microcarbo africanus,,1/7/87,Kenya,Central,,,Lake Naivasha vicinity,,,,,,
GRCO,Great Cormorant,Phalacrocorax carbo,,1/7/87,Kenya,Central,,,Lake Naivasha vicinity,,,,,,
ABL,Gray Heron,Ardea cinerea,,1/7/87,Kenya,Central,,,Lake Naivasha vicinity,,,,,,
LMA,Goliath Heron,Ardea goliath,,1/7/87,Kenya,Central,,,Lake Naivasha vicinity,,,,,,
LMD,Purple Heron,Ardea purpurea,,1/7/87,Kenya,Central,,,Lake Naivasha vicinity,,,,,,
LMK,Squacco Heron,Ardeola ralloides,,1/7/87,Kenya,Central,,,Lake Naivasha vicinity,,,,,,
CAEG,Cattle Egret,Bubulcus ibis,,1/7/87,Kenya,Central,,,Lake Naivasha vicinity,,,,,,
LIEG,Little Egret,Egretta garzetta,,1/7/87,Kenya,Central,,,Lake Naivasha vicinity,,,,,,
LMH,Intermediate Egret,Ardea intermedia,,1/7/87,Kenya,Central,,,Lake Naivasha vicinity,,,,,,
LQJ,Yellow-billed Stork,Mycteria ibis,,1/7/87,Kenya,Central,,,Lake Naivasha vicinity,,,,,,
LOR,Hadada Ibis,Bostrychia hagedash,,1/7/87,Kenya,Central,,,Lake Naivasha vicinity,,,,,,
LOY,African Sacred Ibis,Threskiornis aethiopicus,,1/7/87,Kenya,Central,,,Lake Naivasha vicinity,,,,,,
GLIB,Glossy Ibis,Plegadis falcinellus,,1/7/87,Kenya,Central,,,Lake Naivasha vicinity,,,,,,
DUY,Hottentot Teal,Spatula hottentota,,1/7/87,Kenya,Central,,,Lake Naivasha vicinity,,,,,,
DTW,Cape Teal,Anas capensis,,1/7/87,Kenya,Central,,,Lake Naivasha vicinity,,,,,,
DUO,African Black Duck,Anas sparsa,,1/7/87,Kenya,Central,,,Lake Naivasha vicinity,,,,,,
DUJ,Yellow-billed Duck,Anas undulata,,1/7/87,Kenya,Central,,,Lake Naivasha vicinity,,,,,,
DVN,Southern Pochard,Netta erythrophthalma,,1/7/87,Kenya,Central,,,Lake Naivasha vicinity,,,,,,
KWN,Eurasian Marsh-Harrier,Circus aeruginosus,,1/7/87,Kenya,Central,,,Lake Naivasha vicinity,,,,,,
